#LIBRARY    JENDL-5
#REACTION   CR-50(N,G)CR-51,SIG
#NUCLEUS    Cr-50
#MF         3
#MT         102
#E,eV        Sig,b        Interpolation
 2.06056078e+05 0.005607 Lin-Lin
 2.06066656e+05 0.005359 Lin-Lin
 2.06077250e+05 0.005147 Lin-Lin
 2.06085938e+05 0.004999 Lin-Lin
 2.06094609e+05 0.004875 Lin-Lin
 2.06103297e+05 0.004774 Lin-Lin
 2.06111984e+05 0.004697 Lin-Lin
 2.06120656e+05 0.004646 Lin-Lin
 2.06129688e+05 0.004622 Lin-Lin
 2.06131516e+05 0.004621 Lin-Lin
 2.06138203e+05 0.004631 Lin-Lin
 2.06145469e+05 0.004667 Lin-Lin
 2.06152719e+05 0.004734 Lin-Lin
 2.06159984e+05 0.004837 Lin-Lin
 2.06164828e+05 0.004930 Lin-Lin
 2.06169656e+05 0.005047 Lin-Lin
 2.06175188e+05 0.005214 Lin-Lin
 2.06179859e+05 0.005389 Lin-Lin
 2.06184531e+05 0.005602 Lin-Lin
 2.06187641e+05 0.005770 Lin-Lin
 2.06190750e+05 0.005961 Lin-Lin
 2.06193859e+05 0.006180 Lin-Lin
 2.06196969e+05 0.006432 Lin-Lin
 2.06199656e+05 0.006679 Lin-Lin
 2.06202344e+05 0.006961 Lin-Lin
 2.06205031e+05 0.007282 Lin-Lin
 2.06207703e+05 0.007651 Lin-Lin
 2.06210391e+05 0.008078 Lin-Lin
 2.06212156e+05 0.008398 Lin-Lin
 2.06213906e+05 0.008752 Lin-Lin
 2.06215672e+05 0.009148 Lin-Lin
 2.06217422e+05 0.009594 Lin-Lin
 2.06219172e+05 0.010103 Lin-Lin
 2.06220500e+05 0.010532 Lin-Lin
 2.06221812e+05 0.011011 Lin-Lin
 2.06223125e+05 0.011549 Lin-Lin
 2.06224438e+05 0.012156 Lin-Lin
 2.06225656e+05 0.012792 Lin-Lin
 2.06226672e+05 0.013388 Lin-Lin
 2.06227703e+05 0.014052 Lin-Lin
 2.06228719e+05 0.014793 Lin-Lin
 2.06229734e+05 0.015625 Lin-Lin
 2.06230750e+05 0.016561 Lin-Lin
 2.06231781e+05 0.017616 Lin-Lin
 2.06232797e+05 0.018810 Lin-Lin
 2.06233812e+05 0.020162 Lin-Lin
 2.06234500e+05 0.021163 Lin-Lin
 2.06235172e+05 0.022254 Lin-Lin
 2.06235859e+05 0.023441 Lin-Lin
 2.06236719e+05 0.025101 Lin-Lin
 2.06237500e+05 0.026773 Lin-Lin
 2.06238281e+05 0.028620 Lin-Lin
 2.06239062e+05 0.030658 Lin-Lin
 2.06239844e+05 0.032906 Lin-Lin
 2.06240625e+05 0.035385 Lin-Lin
 2.06241422e+05 0.038116 Lin-Lin
 2.06242203e+05 0.041122 Lin-Lin
 2.06242984e+05 0.044427 Lin-Lin
 2.06243766e+05 0.048055 Lin-Lin
 2.06244547e+05 0.052033 Lin-Lin
 2.06245172e+05 0.055517 Lin-Lin
 2.06245812e+05 0.059261 Lin-Lin
 2.06246438e+05 0.063279 Lin-Lin
 2.06247078e+05 0.067587 Lin-Lin
 2.06247922e+05 0.073807 Lin-Lin
 2.06248766e+05 0.080603 Lin-Lin
 2.06249609e+05 0.088009 Lin-Lin
 2.06250453e+05 0.096060 Lin-Lin
 2.06251297e+05 0.104786 Lin-Lin
 2.06252250e+05 0.115625 Lin-Lin
 2.06253219e+05 0.127423 Lin-Lin
 2.06254172e+05 0.140211 Lin-Lin
 2.06255141e+05 0.154014 Lin-Lin
 2.06256109e+05 0.168845 Lin-Lin
 2.06257062e+05 0.184707 Lin-Lin
 2.06258031e+05 0.201592 Lin-Lin
 2.06259000e+05 0.219475 Lin-Lin
 2.06260281e+05 0.244805 Lin-Lin
 2.06261562e+05 0.271706 Lin-Lin
 2.06263344e+05 0.311315 Lin-Lin
 2.06265703e+05 0.366496 Lin-Lin
 2.06269844e+05 0.465216 Lin-Lin
 2.06271547e+05 0.503889 Lin-Lin
 2.06273266e+05 0.539618 Lin-Lin
 2.06274641e+05 0.565310 Lin-Lin
 2.06276000e+05 0.587834 Lin-Lin
 2.06277141e+05 0.603821 Lin-Lin
 2.06278297e+05 0.617005 Lin-Lin
 2.06279438e+05 0.627174 Lin-Lin
 2.06280688e+05 0.634680 Lin-Lin
 2.06281828e+05 0.638029 Lin-Lin
 2.06282406e+05 0.638454 Lin-Lin
 2.06283516e+05 0.636825 Lin-Lin
 2.06284797e+05 0.631046 Lin-Lin
 2.06286000e+05 0.621923 Lin-Lin
 2.06287141e+05 0.610059 Lin-Lin
 2.06288281e+05 0.595293 Lin-Lin
 2.06289484e+05 0.576921 Lin-Lin
 2.06291141e+05 0.547311 Lin-Lin
 2.06292734e+05 0.514859 Lin-Lin
 2.06294438e+05 0.476931 Lin-Lin
 2.06297297e+05 0.409530 Lin-Lin
 2.06300484e+05 0.333572 Lin-Lin
 2.06301953e+05 0.299807 Lin-Lin
 2.06303562e+05 0.264645 Lin-Lin
 2.06304625e+05 0.242426 Lin-Lin
 2.06305703e+05 0.221308 Lin-Lin
 2.06306953e+05 0.198163 Lin-Lin
 2.06308016e+05 0.179665 Lin-Lin
 2.06309094e+05 0.162434 Lin-Lin
 2.06310156e+05 0.146474 Lin-Lin
 2.06310875e+05 0.136538 Lin-Lin
 2.06311578e+05 0.127154 Lin-Lin
 2.06312312e+05 0.118160 Lin-Lin
 2.06313047e+05 0.109571 Lin-Lin
 2.06313797e+05 0.101534 Lin-Lin
 2.06314531e+05 0.094033 Lin-Lin
 2.06315266e+05 0.087047 Lin-Lin
 2.06316000e+05 0.080554 Lin-Lin
 2.06316750e+05 0.074532 Lin-Lin
 2.06317484e+05 0.068958 Lin-Lin
 2.06318094e+05 0.064661 Lin-Lin
 2.06318828e+05 0.059911 Lin-Lin
 2.06319562e+05 0.055530 Lin-Lin
 2.06320281e+05 0.051498 Lin-Lin
 2.06321016e+05 0.047790 Lin-Lin
 2.06321750e+05 0.044386 Lin-Lin
 2.06322469e+05 0.041265 Lin-Lin
 2.06323203e+05 0.038406 Lin-Lin
 2.06323938e+05 0.035789 Lin-Lin
 2.06324656e+05 0.033397 Lin-Lin
 2.06325391e+05 0.031212 Lin-Lin
 2.06326141e+05 0.029159 Lin-Lin
 2.06326906e+05 0.027264 Lin-Lin
 2.06327656e+05 0.025541 Lin-Lin
 2.06328422e+05 0.023976 Lin-Lin
 2.06329188e+05 0.022554 Lin-Lin
 2.06329953e+05 0.021261 Lin-Lin
 2.06330703e+05 0.020085 Lin-Lin
 2.06331469e+05 0.019015 Lin-Lin
 2.06332234e+05 0.018039 Lin-Lin
 2.06332734e+05 0.017438 Lin-Lin
 2.06333750e+05 0.016338 Lin-Lin
 2.06334562e+05 0.015559 Lin-Lin
 2.06335359e+05 0.014848 Lin-Lin
 2.06336562e+05 0.013895 Lin-Lin
 2.06337766e+05 0.013060 Lin-Lin
 2.06338969e+05 0.012323 Lin-Lin
 2.06340172e+05 0.011671 Lin-Lin
 2.06341375e+05 0.011089 Lin-Lin
 2.06342578e+05 0.010568 Lin-Lin
 2.06343375e+05 0.010250 Lin-Lin
 2.06344984e+05 0.009673 Lin-Lin
 2.06346578e+05 0.009164 Lin-Lin
 2.06348391e+05 0.008659 Lin-Lin
 2.06350188e+05 0.008212 Lin-Lin
 2.06351984e+05 0.007813 Lin-Lin
 2.06353797e+05 0.007454 Lin-Lin
 2.06355594e+05 0.007129 Lin-Lin
 2.06358297e+05 0.006696 Lin-Lin
 2.06361000e+05 0.006316 Lin-Lin
 2.06363500e+05 0.006003 Lin-Lin
 2.06366016e+05 0.005723 Lin-Lin
 2.06368516e+05 0.005470 Lin-Lin
 2.06371031e+05 0.005242 Lin-Lin
 2.06374781e+05 0.004936 Lin-Lin
 2.06378547e+05 0.004670 Lin-Lin
 2.06381047e+05 0.004510 Lin-Lin
 2.06385109e+05 0.004277 Lin-Lin
 2.06389156e+05 0.004072 Lin-Lin
 2.06393219e+05 0.003890 Lin-Lin
 2.06397281e+05 0.003728 Lin-Lin
 2.06401328e+05 0.003582 Lin-Lin
 2.06407422e+05 0.003391 Lin-Lin
 2.06413500e+05 0.003226 Lin-Lin
 2.06419828e+05 0.003077 Lin-Lin
 2.06426141e+05 0.002948 Lin-Lin
 2.06432469e+05 0.002834 Lin-Lin
 2.06438781e+05 0.002734 Lin-Lin
 2.06448266e+05 0.002605 Lin-Lin
 2.06457750e+05 0.002496 Lin-Lin
 2.06468375e+05 0.002393 Lin-Lin
 2.06477000e+05 0.002322 Lin-Lin
 2.06489906e+05 0.002232 Lin-Lin
 2.06502828e+05 0.002158 Lin-Lin
 2.06515750e+05 0.002097 Lin-Lin
 2.06528672e+05 0.002047 Lin-Lin
 2.06545438e+05 0.001995 Lin-Lin
 2.06564125e+05 0.001952 Lin-Lin
 2.06582797e+05 0.001922 Lin-Lin
 2.06601484e+05 0.001902 Lin-Lin
 2.06620172e+05 0.001892 Lin-Lin
 2.06632625e+05 0.001890 Lin-Lin
 2.06652812e+05 0.001894 Lin-Lin
 2.06673000e+05 0.001907 Lin-Lin
 2.06699906e+05 0.001938 Lin-Lin
 2.06726828e+05 0.001983 Lin-Lin
 2.06747266e+05 0.002028 Lin-Lin
 2.06768234e+05 0.002083 Lin-Lin
 2.06789219e+05 0.002148 Lin-Lin
 2.06810188e+05 0.002224 Lin-Lin
 2.06831156e+05 0.002312 Lin-Lin
 2.06852125e+05 0.002412 Lin-Lin
 2.06871516e+05 0.002518 Lin-Lin
 2.06890906e+05 0.002638 Lin-Lin
 2.06910281e+05 0.002773 Lin-Lin
 2.06929672e+05 0.002925 Lin-Lin
 2.06949062e+05 0.003098 Lin-Lin
 2.06964531e+05 0.003251 Lin-Lin
 2.06982547e+05 0.003451 Lin-Lin
 2.07000547e+05 0.003676 Lin-Lin
 2.07014062e+05 0.003864 Lin-Lin
 2.07027562e+05 0.004070 Lin-Lin
 2.07043281e+05 0.004337 Lin-Lin
 2.07059000e+05 0.004636 Lin-Lin
 2.07070797e+05 0.004885 Lin-Lin
 2.07082578e+05 0.005158 Lin-Lin
 2.07094688e+05 0.005467 Lin-Lin
 2.07107469e+05 0.005827 Lin-Lin
 2.07120234e+05 0.006228 Lin-Lin
 2.07133000e+05 0.006677 Lin-Lin
 2.07145766e+05 0.007181 Lin-Lin
 2.07154281e+05 0.007552 Lin-Lin
 2.07166203e+05 0.008125 Lin-Lin
 2.07177688e+05 0.008746 Lin-Lin
 2.07185359e+05 0.009203 Lin-Lin
 2.07193016e+05 0.009699 Lin-Lin
 2.07200672e+05 0.010237 Lin-Lin
 2.07208344e+05 0.010824 Lin-Lin
 2.07216000e+05 0.011465 Lin-Lin
 2.07224078e+05 0.012209 Lin-Lin
 2.07232594e+05 0.013075 Lin-Lin
 2.07241109e+05 0.014040 Lin-Lin
 2.07247500e+05 0.014838 Lin-Lin
 2.07253875e+05 0.015707 Lin-Lin
 2.07261547e+05 0.016858 Lin-Lin
 2.07267281e+05 0.017808 Lin-Lin
 2.07273031e+05 0.018841 Lin-Lin
 2.07278781e+05 0.019969 Lin-Lin
 2.07284531e+05 0.021203 Lin-Lin
 2.07290656e+05 0.022652 Lin-Lin
 2.07296781e+05 0.024255 Lin-Lin
 2.07302906e+05 0.026037 Lin-Lin
 2.07307516e+05 0.027506 Lin-Lin
 2.07312453e+05 0.029227 Lin-Lin
 2.07317562e+05 0.031184 Lin-Lin
 2.07322656e+05 0.033344 Lin-Lin
 2.07327766e+05 0.035736 Lin-Lin
 2.07332875e+05 0.038393 Lin-Lin
 2.07337984e+05 0.041357 Lin-Lin
 2.07343094e+05 0.044674 Lin-Lin
 2.07346500e+05 0.047109 Lin-Lin
 2.07349906e+05 0.049746 Lin-Lin
 2.07353312e+05 0.052607 Lin-Lin
 2.07356719e+05 0.055717 Lin-Lin
 2.07360125e+05 0.059104 Lin-Lin
 2.07363531e+05 0.062802 Lin-Lin
 2.07367359e+05 0.067379 Lin-Lin
 2.07371188e+05 0.072458 Lin-Lin
 2.07375016e+05 0.078109 Lin-Lin
 2.07378844e+05 0.084415 Lin-Lin
 2.07381406e+05 0.089030 Lin-Lin
 2.07383953e+05 0.094011 Lin-Lin
 2.07387359e+05 0.101285 Lin-Lin
 2.07389906e+05 0.107265 Lin-Lin
 2.07392469e+05 0.113743 Lin-Lin
 2.07395016e+05 0.120768 Lin-Lin
 2.07397578e+05 0.128391 Lin-Lin
 2.07400125e+05 0.136668 Lin-Lin
 2.07402688e+05 0.145656 Lin-Lin
 2.07405234e+05 0.155417 Lin-Lin
 2.07407797e+05 0.166013 Lin-Lin
 2.07410344e+05 0.177505 Lin-Lin
 2.07412891e+05 0.189953 Lin-Lin
 2.07415453e+05 0.203410 Lin-Lin
 2.07418000e+05 0.217920 Lin-Lin
 2.07420562e+05 0.233514 Lin-Lin
 2.07423109e+05 0.250201 Lin-Lin
 2.07426516e+05 0.274124 Lin-Lin
 2.07429922e+05 0.299842 Lin-Lin
 2.07433328e+05 0.327106 Lin-Lin
 2.07440484e+05 0.387441 Lin-Lin
 2.07446609e+05 0.438610 Lin-Lin
 2.07450688e+05 0.469729 Lin-Lin
 2.07453766e+05 0.490259 Lin-Lin
 2.07456250e+05 0.504589 Lin-Lin
 2.07459172e+05 0.518278 Lin-Lin
 2.07462109e+05 0.528039 Lin-Lin
 2.07464312e+05 0.532558 Lin-Lin
 2.07466891e+05 0.534651 Lin-Lin
 2.07467266e+05 0.534662 Lin-Lin
 2.07469812e+05 0.532772 Lin-Lin
 2.07472641e+05 0.526700 Lin-Lin
 2.07475094e+05 0.518255 Lin-Lin
 2.07477531e+05 0.507070 Lin-Lin
 2.07479984e+05 0.493427 Lin-Lin
 2.07482438e+05 0.477658 Lin-Lin
 2.07485938e+05 0.452104 Lin-Lin
 2.07489688e+05 0.422052 Lin-Lin
 2.07500750e+05 0.328617 Lin-Lin
 2.07504156e+05 0.301281 Lin-Lin
 2.07507562e+05 0.275474 Lin-Lin
 2.07510969e+05 0.251451 Lin-Lin
 2.07513516e+05 0.234686 Lin-Lin
 2.07516078e+05 0.219015 Lin-Lin
 2.07518625e+05 0.204427 Lin-Lin
 2.07521172e+05 0.190896 Lin-Lin
 2.07523734e+05 0.178376 Lin-Lin
 2.07526281e+05 0.166817 Lin-Lin
 2.07528844e+05 0.156157 Lin-Lin
 2.07531391e+05 0.146337 Lin-Lin
 2.07533953e+05 0.137294 Lin-Lin
 2.07536500e+05 0.128967 Lin-Lin
 2.07539062e+05 0.121298 Lin-Lin
 2.07541609e+05 0.114230 Lin-Lin
 2.07544156e+05 0.107713 Lin-Lin
 2.07546719e+05 0.101697 Lin-Lin
 2.07550125e+05 0.094380 Lin-Lin
 2.07553531e+05 0.087783 Lin-Lin
 2.07556422e+05 0.082678 Lin-Lin
 2.07559312e+05 0.077987 Lin-Lin
 2.07562203e+05 0.073668 Lin-Lin
 2.07565109e+05 0.069687 Lin-Lin
 2.07568000e+05 0.066009 Lin-Lin
 2.07570891e+05 0.062607 Lin-Lin
 2.07575234e+05 0.057964 Lin-Lin
 2.07578391e+05 0.054905 Lin-Lin
 2.07581797e+05 0.051857 Lin-Lin
 2.07585188e+05 0.049051 Lin-Lin
 2.07588594e+05 0.046464 Lin-Lin
 2.07592000e+05 0.044073 Lin-Lin
 2.07597109e+05 0.040815 Lin-Lin
 2.07602219e+05 0.037901 Lin-Lin
 2.07606984e+05 0.035452 Lin-Lin
 2.07611578e+05 0.033308 Lin-Lin
 2.07616188e+05 0.031351 Lin-Lin
 2.07620781e+05 0.029561 Lin-Lin
 2.07625375e+05 0.027920 Lin-Lin
 2.07630141e+05 0.026358 Lin-Lin
 2.07635250e+05 0.024826 Lin-Lin
 2.07640359e+05 0.023423 Lin-Lin
 2.07645469e+05 0.022137 Lin-Lin
 2.07648875e+05 0.021337 Lin-Lin
 2.07655672e+05 0.019863 Lin-Lin
 2.07661750e+05 0.018675 Lin-Lin
 2.07667812e+05 0.017592 Lin-Lin
 2.07673875e+05 0.016601 Lin-Lin
 2.07679938e+05 0.015691 Lin-Lin
 2.07688031e+05 0.014591 Lin-Lin
 2.07694406e+05 0.013803 Lin-Lin
 2.07700797e+05 0.013078 Lin-Lin
 2.07709312e+05 0.012198 Lin-Lin
 2.07717828e+05 0.011405 Lin-Lin
 2.07726125e+05 0.010705 Lin-Lin
 2.07734203e+05 0.010084 Lin-Lin
 2.07742297e+05 0.009516 Lin-Lin
 2.07750391e+05 0.008996 Lin-Lin
 2.07758469e+05 0.008517 Lin-Lin
 2.07766562e+05 0.008077 Lin-Lin
 2.07774641e+05 0.007670 Lin-Lin
 2.07786781e+05 0.007117 Lin-Lin
 2.07798266e+05 0.006647 Lin-Lin
 2.07809766e+05 0.006223 Lin-Lin
 2.07821250e+05 0.005840 Lin-Lin
 2.07832750e+05 0.005492 Lin-Lin
 2.07844234e+05 0.005174 Lin-Lin
 2.07857250e+05 0.004849 Lin-Lin
 2.07871016e+05 0.004537 Lin-Lin
 2.07884797e+05 0.004256 Lin-Lin
 2.07898562e+05 0.004001 Lin-Lin
 2.07912328e+05 0.003769 Lin-Lin
 2.07926438e+05 0.003552 Lin-Lin
 2.07941219e+05 0.003346 Lin-Lin
 2.07955984e+05 0.003157 Lin-Lin
 2.07970766e+05 0.002985 Lin-Lin
 2.07980609e+05 0.002879 Lin-Lin
 2.08000312e+05 0.002683 Lin-Lin
 2.08021688e+05 0.002493 Lin-Lin
 2.08043062e+05 0.002325 Lin-Lin
 2.08064438e+05 0.002173 Lin-Lin
 2.08085812e+05 0.002037 Lin-Lin
 2.08107172e+05 0.001914 Lin-Lin
 2.08127547e+05 0.001808 Lin-Lin
 2.08147406e+05 0.001714 Lin-Lin
 2.08167266e+05 0.001627 Lin-Lin
 2.08193750e+05 0.001522 Lin-Lin
 2.08220219e+05 0.001428 Lin-Lin
 2.08246766e+05 0.001344 Lin-Lin
 2.08273297e+05 0.001267 Lin-Lin
 2.08299844e+05 0.001198 Lin-Lin
 2.08326375e+05 0.001136 Lin-Lin
 2.08353969e+05 0.001077 Lin-Lin
 2.08381578e+05 0.001024 Lin-Lin
 2.08409172e+05 0.000977 Lin-Lin
 2.08436766e+05 0.000936 Lin-Lin
 2.08455406e+05 0.000912 Lin-Lin
 2.08474047e+05 0.000892 Lin-Lin
 2.08488031e+05 0.000881 Lin-Lin
 2.08502016e+05 0.000875 Lin-Lin
 2.08506672e+05 0.000874 Lin-Lin
 2.08515875e+05 0.000877 Lin-Lin
 2.08522688e+05 0.000883 Lin-Lin
 2.08527219e+05 0.000890 Lin-Lin
 2.08531766e+05 0.000901 Lin-Lin
 2.08535156e+05 0.000913 Lin-Lin
 2.08537438e+05 0.000925 Lin-Lin
 2.08539703e+05 0.000942 Lin-Lin
 2.08541406e+05 0.000959 Lin-Lin
 2.08543109e+05 0.000982 Lin-Lin
 2.08544234e+05 0.001001 Lin-Lin
 2.08545375e+05 0.001026 Lin-Lin
 2.08546516e+05 0.001056 Lin-Lin
 2.08547641e+05 0.001093 Lin-Lin
 2.08548578e+05 0.001131 Lin-Lin
 2.08549500e+05 0.001176 Lin-Lin
 2.08550203e+05 0.001215 Lin-Lin
 2.08550891e+05 0.001260 Lin-Lin
 2.08551594e+05 0.001311 Lin-Lin
 2.08552297e+05 0.001370 Lin-Lin
 2.08552984e+05 0.001437 Lin-Lin
 2.08553688e+05 0.001514 Lin-Lin
 2.08554375e+05 0.001601 Lin-Lin
 2.08555078e+05 0.001700 Lin-Lin
 2.08555781e+05 0.001812 Lin-Lin
 2.08556469e+05 0.001940 Lin-Lin
 2.08557172e+05 0.002084 Lin-Lin
 2.08557625e+05 0.002191 Lin-Lin
 2.08558094e+05 0.002306 Lin-Lin
 2.08558562e+05 0.002432 Lin-Lin
 2.08559031e+05 0.002567 Lin-Lin
 2.08559484e+05 0.002713 Lin-Lin
 2.08559953e+05 0.002872 Lin-Lin
 2.08560422e+05 0.003042 Lin-Lin
 2.08560891e+05 0.003226 Lin-Lin
 2.08561344e+05 0.003425 Lin-Lin
 2.08561812e+05 0.003638 Lin-Lin
 2.08562281e+05 0.003867 Lin-Lin
 2.08562844e+05 0.004174 Lin-Lin
 2.08563359e+05 0.004472 Lin-Lin
 2.08563875e+05 0.004793 Lin-Lin
 2.08564391e+05 0.005139 Lin-Lin
 2.08564906e+05 0.005511 Lin-Lin
 2.08565406e+05 0.005911 Lin-Lin
 2.08565922e+05 0.006341 Lin-Lin
 2.08566438e+05 0.006802 Lin-Lin
 2.08566953e+05 0.007296 Lin-Lin
 2.08567453e+05 0.007824 Lin-Lin
 2.08567969e+05 0.008388 Lin-Lin
 2.08568656e+05 0.009199 Lin-Lin
 2.08569344e+05 0.010080 Lin-Lin
 2.08570016e+05 0.011036 Lin-Lin
 2.08570703e+05 0.012069 Lin-Lin
 2.08571391e+05 0.013185 Lin-Lin
 2.08572062e+05 0.014386 Lin-Lin
 2.08572750e+05 0.015675 Lin-Lin
 2.08573438e+05 0.017055 Lin-Lin
 2.08574078e+05 0.018436 Lin-Lin
 2.08574922e+05 0.020409 Lin-Lin
 2.08575781e+05 0.022535 Lin-Lin
 2.08576641e+05 0.024817 Lin-Lin
 2.08577281e+05 0.026630 Lin-Lin
 2.08578141e+05 0.029183 Lin-Lin
 2.08578984e+05 0.031890 Lin-Lin
 2.08579844e+05 0.034745 Lin-Lin
 2.08581078e+05 0.039118 Lin-Lin
 2.08582422e+05 0.044189 Lin-Lin
 2.08584031e+05 0.050632 Lin-Lin
 2.08586453e+05 0.060769 Lin-Lin
 2.08589922e+05 0.075550 Lin-Lin
 2.08591734e+05 0.082797 Lin-Lin
 2.08593219e+05 0.088277 Lin-Lin
 2.08594547e+05 0.092739 Lin-Lin
 2.08596094e+05 0.097194 Lin-Lin
 2.08597359e+05 0.100208 Lin-Lin
 2.08598516e+05 0.102364 Lin-Lin
 2.08599781e+05 0.104061 Lin-Lin
 2.08601047e+05 0.105018 Lin-Lin
 2.08601984e+05 0.105230 Lin-Lin
 2.08603312e+05 0.104809 Lin-Lin
 2.08604625e+05 0.103568 Lin-Lin
 2.08605891e+05 0.101627 Lin-Lin
 2.08607188e+05 0.098940 Lin-Lin
 2.08608219e+05 0.096280 Lin-Lin
 2.08609375e+05 0.092921 Lin-Lin
 2.08610625e+05 0.088759 Lin-Lin
 2.08612109e+05 0.083282 Lin-Lin
 2.08613906e+05 0.076116 Lin-Lin
 2.08617250e+05 0.061915 Lin-Lin
 2.08619656e+05 0.051756 Lin-Lin
 2.08621297e+05 0.045185 Lin-Lin
 2.08622656e+05 0.040000 Lin-Lin
 2.08623875e+05 0.035611 Lin-Lin
 2.08624688e+05 0.032848 Lin-Lin
 2.08625500e+05 0.030218 Lin-Lin
 2.08626312e+05 0.027725 Lin-Lin
 2.08627125e+05 0.025371 Lin-Lin
 2.08627938e+05 0.023159 Lin-Lin
 2.08628750e+05 0.021087 Lin-Lin
 2.08629562e+05 0.019154 Lin-Lin
 2.08630281e+05 0.017561 Lin-Lin
 2.08630906e+05 0.016262 Lin-Lin
 2.08631531e+05 0.015040 Lin-Lin
 2.08632156e+05 0.013893 Lin-Lin
 2.08632781e+05 0.012819 Lin-Lin
 2.08633406e+05 0.011816 Lin-Lin
 2.08634031e+05 0.010880 Lin-Lin
 2.08634641e+05 0.010009 Lin-Lin
 2.08635266e+05 0.009200 Lin-Lin
 2.08635891e+05 0.008450 Lin-Lin
 2.08636516e+05 0.007757 Lin-Lin
 2.08637141e+05 0.007117 Lin-Lin
 2.08637766e+05 0.006528 Lin-Lin
 2.08638391e+05 0.005985 Lin-Lin
 2.08639016e+05 0.005488 Lin-Lin
 2.08639641e+05 0.005032 Lin-Lin
 2.08640172e+05 0.004669 Lin-Lin
 2.08640641e+05 0.004383 Lin-Lin
 2.08641094e+05 0.004117 Lin-Lin
 2.08641547e+05 0.003867 Lin-Lin
 2.08642016e+05 0.003635 Lin-Lin
 2.08642469e+05 0.003419 Lin-Lin
 2.08642922e+05 0.003217 Lin-Lin
 2.08643375e+05 0.003030 Lin-Lin
 2.08643844e+05 0.002856 Lin-Lin
 2.08644297e+05 0.002694 Lin-Lin
 2.08644750e+05 0.002544 Lin-Lin
 2.08645203e+05 0.002405 Lin-Lin
 2.08645672e+05 0.002276 Lin-Lin
 2.08646125e+05 0.002157 Lin-Lin
 2.08646578e+05 0.002047 Lin-Lin
 2.08647047e+05 0.001945 Lin-Lin
 2.08647719e+05 0.001807 Lin-Lin
 2.08648406e+05 0.001685 Lin-Lin
 2.08649094e+05 0.001577 Lin-Lin
 2.08649781e+05 0.001481 Lin-Lin
 2.08650469e+05 0.001397 Lin-Lin
 2.08651156e+05 0.001322 Lin-Lin
 2.08651844e+05 0.001257 Lin-Lin
 2.08652531e+05 0.001199 Lin-Lin
 2.08653219e+05 0.001148 Lin-Lin
 2.08653906e+05 0.001104 Lin-Lin
 2.08654594e+05 0.001064 Lin-Lin
 2.08655500e+05 0.001020 Lin-Lin
 2.08656406e+05 0.000982 Lin-Lin
 2.08657328e+05 0.000949 Lin-Lin
 2.08658234e+05 0.000922 Lin-Lin
 2.08659594e+05 0.000889 Lin-Lin
 2.08660969e+05 0.000862 Lin-Lin
 2.08661875e+05 0.000847 Lin-Lin
 2.08663703e+05 0.000823 Lin-Lin
 2.08665531e+05 0.000804 Lin-Lin
 2.08668266e+05 0.000783 Lin-Lin
 2.08671000e+05 0.000766 Lin-Lin
 2.08674641e+05 0.000748 Lin-Lin
 2.08680109e+05 0.000727 Lin-Lin
 2.08686094e+05 0.000709 Lin-Lin
 2.08693078e+05 0.000691 Lin-Lin
 2.08702391e+05 0.000672 Lin-Lin
 2.08716359e+05 0.000649 Lin-Lin
 2.08730328e+05 0.000631 Lin-Lin
 2.08748953e+05 0.000610 Lin-Lin
 2.08772438e+05 0.000589 Lin-Lin
 2.08800797e+05 0.000567 Lin-Lin
 2.08843328e+05 0.000539 Lin-Lin
 2.08885406e+05 0.000515 Lin-Lin
 2.08926578e+05 0.000495 Lin-Lin
 2.08967766e+05 0.000478 Lin-Lin
 2.09009156e+05 0.000463 Lin-Lin
 2.09064469e+05 0.000446 Lin-Lin
 2.09106109e+05 0.000436 Lin-Lin
 2.09148062e+05 0.000429 Lin-Lin
 2.09176016e+05 0.000426 Lin-Lin
 2.09203984e+05 0.000425 Lin-Lin
 2.09231734e+05 0.000426 Lin-Lin
 2.09259469e+05 0.000430 Lin-Lin
 2.09280281e+05 0.000435 Lin-Lin
 2.09301094e+05 0.000442 Lin-Lin
 2.09320078e+05 0.000451 Lin-Lin
 2.09335375e+05 0.000461 Lin-Lin
 2.09350688e+05 0.000474 Lin-Lin
 2.09366000e+05 0.000489 Lin-Lin
 2.09376203e+05 0.000502 Lin-Lin
 2.09386406e+05 0.000517 Lin-Lin
 2.09396609e+05 0.000535 Lin-Lin
 2.09406438e+05 0.000555 Lin-Lin
 2.09416266e+05 0.000578 Lin-Lin
 2.09426094e+05 0.000606 Lin-Lin
 2.09432641e+05 0.000628 Lin-Lin
 2.09439188e+05 0.000652 Lin-Lin
 2.09445750e+05 0.000680 Lin-Lin
 2.09453062e+05 0.000715 Lin-Lin
 2.09459141e+05 0.000749 Lin-Lin
 2.09465203e+05 0.000788 Lin-Lin
 2.09471281e+05 0.000832 Lin-Lin
 2.09477344e+05 0.000884 Lin-Lin
 2.09482844e+05 0.000937 Lin-Lin
 2.09487219e+05 0.000985 Lin-Lin
 2.09491578e+05 0.001040 Lin-Lin
 2.09495938e+05 0.001101 Lin-Lin
 2.09500312e+05 0.001171 Lin-Lin
 2.09503219e+05 0.001223 Lin-Lin
 2.09506734e+05 0.001292 Lin-Lin
 2.09509812e+05 0.001360 Lin-Lin
 2.09512906e+05 0.001435 Lin-Lin
 2.09515984e+05 0.001520 Lin-Lin
