#LIBRARY    JENDL-5
#REACTION   CR-50(N,G)CR-51,SIG
#NUCLEUS    Cr-50
#MF         3
#MT         102
#E,eV        Sig,b        Interpolation
 6.13383438e+05 0.015293 Lin-Lin
 6.13384688e+05 0.016540 Lin-Lin
 6.13386000e+05 0.017884 Lin-Lin
 6.13387188e+05 0.019300 Lin-Lin
 6.13388438e+05 0.020786 Lin-Lin
 6.13389625e+05 0.022373 Lin-Lin
 6.13390875e+05 0.024064 Lin-Lin
 6.13392062e+05 0.025862 Lin-Lin
 6.13393250e+05 0.027769 Lin-Lin
 6.13395125e+05 0.030841 Lin-Lin
 6.13396875e+05 0.034054 Lin-Lin
 6.13398500e+05 0.037261 Lin-Lin
 6.13400125e+05 0.040676 Lin-Lin
 6.13401750e+05 0.044294 Lin-Lin
 6.13403938e+05 0.049422 Lin-Lin
 6.13406375e+05 0.055498 Lin-Lin
 6.13409062e+05 0.062583 Lin-Lin
 6.13412688e+05 0.072834 Lin-Lin
 6.13420875e+05 0.096266 Lin-Lin
 6.13423750e+05 0.104194 Lin-Lin
 6.13426688e+05 0.111529 Lin-Lin
 6.13429125e+05 0.117128 Lin-Lin
 6.13431938e+05 0.122521 Lin-Lin
 6.13433875e+05 0.125675 Lin-Lin
 6.13435812e+05 0.128253 Lin-Lin
 6.13437750e+05 0.130215 Lin-Lin
 6.13439875e+05 0.131622 Lin-Lin
 6.13442188e+05 0.132229 Lin-Lin
 6.13442500e+05 0.132239 Lin-Lin
 6.13444000e+05 0.132027 Lin-Lin
 6.13446062e+05 0.131073 Lin-Lin
 6.13448125e+05 0.129397 Lin-Lin
 6.13450062e+05 0.127150 Lin-Lin
 6.13452000e+05 0.124302 Lin-Lin
 6.13453938e+05 0.120900 Lin-Lin
 6.13456562e+05 0.115521 Lin-Lin
 6.13459188e+05 0.109372 Lin-Lin
 6.13462125e+05 0.101832 Lin-Lin
 6.13466000e+05 0.091005 Lin-Lin
 6.13473438e+05 0.069452 Lin-Lin
 6.13476688e+05 0.060610 Lin-Lin
 6.13479312e+05 0.053632 Lin-Lin
 6.13481188e+05 0.048978 Lin-Lin
 6.13483000e+05 0.044704 Lin-Lin
 6.13484875e+05 0.040672 Lin-Lin
 6.13486688e+05 0.036891 Lin-Lin
 6.13488500e+05 0.033365 Lin-Lin
 6.13490312e+05 0.030098 Lin-Lin
 6.13491500e+05 0.028061 Lin-Lin
 6.13492750e+05 0.026136 Lin-Lin
 6.13493938e+05 0.024322 Lin-Lin
 6.13495188e+05 0.022615 Lin-Lin
 6.13496375e+05 0.021013 Lin-Lin
 6.13497562e+05 0.019512 Lin-Lin
 6.13498812e+05 0.018108 Lin-Lin
 6.13500188e+05 0.016617 Lin-Lin
 6.13501375e+05 0.015449 Lin-Lin
 6.13502562e+05 0.014361 Lin-Lin
 6.13503688e+05 0.013349 Lin-Lin
 6.13504875e+05 0.012408 Lin-Lin
 6.13506062e+05 0.011537 Lin-Lin
 6.13507250e+05 0.010730 Lin-Lin
 6.13508375e+05 0.009983 Lin-Lin
 6.13509562e+05 0.009294 Lin-Lin
 6.13510750e+05 0.008657 Lin-Lin
 6.13511938e+05 0.008071 Lin-Lin
 6.13513188e+05 0.007491 Lin-Lin
 6.13514438e+05 0.006961 Lin-Lin
 6.13515688e+05 0.006476 Lin-Lin
 6.13517000e+05 0.006034 Lin-Lin
 6.13518250e+05 0.005631 Lin-Lin
 6.13519500e+05 0.005264 Lin-Lin
 6.13520750e+05 0.004929 Lin-Lin
 6.13522062e+05 0.004623 Lin-Lin
 6.13523312e+05 0.004345 Lin-Lin
 6.13524562e+05 0.004091 Lin-Lin
 6.13525875e+05 0.003854 Lin-Lin
 6.13527250e+05 0.003626 Lin-Lin
 6.13528625e+05 0.003420 Lin-Lin
 6.13529938e+05 0.003233 Lin-Lin
 6.13531312e+05 0.003063 Lin-Lin
 6.13532688e+05 0.002908 Lin-Lin
 6.13534500e+05 0.002722 Lin-Lin
 6.13536375e+05 0.002557 Lin-Lin
 6.13538188e+05 0.002411 Lin-Lin
 6.13540000e+05 0.002279 Lin-Lin
 6.13542125e+05 0.002142 Lin-Lin
 6.13544312e+05 0.002020 Lin-Lin
 6.13546438e+05 0.001911 Lin-Lin
 6.13548562e+05 0.001814 Lin-Lin
 6.13550750e+05 0.001726 Lin-Lin
 6.13552875e+05 0.001646 Lin-Lin
 6.13556062e+05 0.001539 Lin-Lin
 6.13559500e+05 0.001439 Lin-Lin
 6.13563062e+05 0.001349 Lin-Lin
 6.13566562e+05 0.001268 Lin-Lin
 6.13570125e+05 0.001197 Lin-Lin
 6.13573625e+05 0.001132 Lin-Lin
 6.13577500e+05 0.001069 Lin-Lin
 6.13582062e+05 0.001002 Lin-Lin
 6.13586625e+05 0.000943 Lin-Lin
 6.13591188e+05 0.000890 Lin-Lin
 6.13595750e+05 0.000842 Lin-Lin
 6.13600312e+05 0.000799 Lin-Lin
 6.13606000e+05 0.000750 Lin-Lin
 6.13611688e+05 0.000708 Lin-Lin
 6.13617375e+05 0.000669 Lin-Lin
 6.13623062e+05 0.000635 Lin-Lin
 6.13628750e+05 0.000604 Lin-Lin
 6.13636000e+05 0.000568 Lin-Lin
 6.13644000e+05 0.000534 Lin-Lin
 6.13652000e+05 0.000503 Lin-Lin
 6.13660000e+05 0.000476 Lin-Lin
 6.13668000e+05 0.000452 Lin-Lin
 6.13677250e+05 0.000428 Lin-Lin
 6.13685000e+05 0.000409 Lin-Lin
 6.13696625e+05 0.000385 Lin-Lin
 6.13708312e+05 0.000363 Lin-Lin
 6.13719938e+05 0.000345 Lin-Lin
 6.13731562e+05 0.000328 Lin-Lin
 6.13741812e+05 0.000316 Lin-Lin
 6.13754438e+05 0.000302 Lin-Lin
 6.13767062e+05 0.000289 Lin-Lin
 6.13779750e+05 0.000278 Lin-Lin
 6.13798688e+05 0.000263 Lin-Lin
 6.13817688e+05 0.000251 Lin-Lin
 6.13836688e+05 0.000240 Lin-Lin
 6.13856125e+05 0.000231 Lin-Lin
 6.13875625e+05 0.000222 Lin-Lin
 6.13895125e+05 0.000215 Lin-Lin
 6.13924312e+05 0.000206 Lin-Lin
 6.13953562e+05 0.000198 Lin-Lin
 6.13982750e+05 0.000191 Lin-Lin
 6.14015375e+05 0.000185 Lin-Lin
 6.14038250e+05 0.000181 Lin-Lin
 6.14084000e+05 0.000175 Lin-Lin
 6.14129750e+05 0.000169 Lin-Lin
 6.14175438e+05 0.000165 Lin-Lin
 6.14242625e+05 0.000160 Lin-Lin
 6.14309750e+05 0.000157 Lin-Lin
 6.14379188e+05 0.000154 Lin-Lin
 6.14453312e+05 0.000152 Lin-Lin
 6.14527500e+05 0.000150 Lin-Lin
 6.14599312e+05 0.000149 Lin-Lin
 6.14646438e+05 0.000149 Lin-Lin
 6.14745000e+05 0.000150 Lin-Lin
 6.14843562e+05 0.000151 Lin-Lin
 6.14943312e+05 0.000154 Lin-Lin
 6.15018125e+05 0.000156 Lin-Lin
 6.15093188e+05 0.000160 Lin-Lin
 6.15168375e+05 0.000165 Lin-Lin
 6.15243562e+05 0.000171 Lin-Lin
 6.15293062e+05 0.000176 Lin-Lin
 6.15342562e+05 0.000181 Lin-Lin
 6.15392062e+05 0.000188 Lin-Lin
 6.15441562e+05 0.000196 Lin-Lin
 6.15488625e+05 0.000205 Lin-Lin
 6.15523875e+05 0.000213 Lin-Lin
 6.15559188e+05 0.000222 Lin-Lin
 6.15594438e+05 0.000233 Lin-Lin
 6.15629688e+05 0.000245 Lin-Lin
 6.15659000e+05 0.000257 Lin-Lin
 6.15681000e+05 0.000267 Lin-Lin
 6.15703000e+05 0.000279 Lin-Lin
 6.15725000e+05 0.000292 Lin-Lin
 6.15746938e+05 0.000307 Lin-Lin
 6.15768125e+05 0.000323 Lin-Lin
 6.15789312e+05 0.000342 Lin-Lin
 6.15805250e+05 0.000358 Lin-Lin
 6.15821125e+05 0.000375 Lin-Lin
 6.15837000e+05 0.000395 Lin-Lin
 6.15852875e+05 0.000418 Lin-Lin
 6.15868812e+05 0.000443 Lin-Lin
 6.15884688e+05 0.000473 Lin-Lin
 6.15895250e+05 0.000494 Lin-Lin
 6.15905875e+05 0.000518 Lin-Lin
 6.15916438e+05 0.000545 Lin-Lin
 6.15926812e+05 0.000574 Lin-Lin
 6.15937125e+05 0.000605 Lin-Lin
 6.15947438e+05 0.000641 Lin-Lin
 6.15957750e+05 0.000681 Lin-Lin
 6.15968125e+05 0.000725 Lin-Lin
 6.15975750e+05 0.000762 Lin-Lin
 6.15984250e+05 0.000808 Lin-Lin
 6.15992750e+05 0.000858 Lin-Lin
 6.16001188e+05 0.000914 Lin-Lin
 6.16009688e+05 0.000977 Lin-Lin
 6.16016062e+05 0.001030 Lin-Lin
 6.16022375e+05 0.001088 Lin-Lin
 6.16028750e+05 0.001152 Lin-Lin
 6.16035125e+05 0.001222 Lin-Lin
 6.16041438e+05 0.001301 Lin-Lin
 6.16047812e+05 0.001388 Lin-Lin
 6.16054188e+05 0.001485 Lin-Lin
 6.16060500e+05 0.001594 Lin-Lin
 6.16064750e+05 0.001675 Lin-Lin
 6.16069000e+05 0.001762 Lin-Lin
 6.16073250e+05 0.001857 Lin-Lin
 6.16077500e+05 0.001961 Lin-Lin
 6.16081688e+05 0.002074 Lin-Lin
 6.16085938e+05 0.002198 Lin-Lin
 6.16090188e+05 0.002333 Lin-Lin
 6.16094438e+05 0.002483 Lin-Lin
 6.16098688e+05 0.002647 Lin-Lin
 6.16102875e+05 0.002828 Lin-Lin
 6.16107125e+05 0.003029 Lin-Lin
 6.16110625e+05 0.003210 Lin-Lin
 6.16114125e+05 0.003408 Lin-Lin
 6.16117625e+05 0.003623 Lin-Lin
 6.16121125e+05 0.003857 Lin-Lin
 6.16124625e+05 0.004113 Lin-Lin
 6.16127875e+05 0.004373 Lin-Lin
 6.16131062e+05 0.004646 Lin-Lin
 6.16134250e+05 0.004940 Lin-Lin
 6.16137438e+05 0.005257 Lin-Lin
 6.16140625e+05 0.005597 Lin-Lin
 6.16144812e+05 0.006089 Lin-Lin
 6.16149062e+05 0.006627 Lin-Lin
 6.16153312e+05 0.007209 Lin-Lin
 6.16157562e+05 0.007836 Lin-Lin
 6.16161812e+05 0.008503 Lin-Lin
 6.16168125e+05 0.009567 Lin-Lin
 6.16182125e+05 0.012025 Lin-Lin
 6.16187625e+05 0.012951 Lin-Lin
 6.16193125e+05 0.013793 Lin-Lin
 6.16197250e+05 0.014346 Lin-Lin
 6.16200625e+05 0.014728 Lin-Lin
 6.16204500e+05 0.015095 Lin-Lin
 6.16208375e+05 0.015363 Lin-Lin
 6.16212312e+05 0.015525 Lin-Lin
 6.16215875e+05 0.015576 Lin-Lin
 6.16219062e+05 0.015541 Lin-Lin
 6.16222562e+05 0.015416 Lin-Lin
 6.16226625e+05 0.015162 Lin-Lin
 6.16230688e+05 0.014800 Lin-Lin
 6.16234750e+05 0.014341 Lin-Lin
 6.16239312e+05 0.013724 Lin-Lin
 6.16244438e+05 0.012943 Lin-Lin
 6.16252062e+05 0.011649 Lin-Lin
 6.16263500e+05 0.009637 Lin-Lin
 6.16269812e+05 0.008572 Lin-Lin
 6.16274062e+05 0.007903 Lin-Lin
 6.16278312e+05 0.007275 Lin-Lin
 6.16282562e+05 0.006691 Lin-Lin
 6.16286812e+05 0.006151 Lin-Lin
 6.16291000e+05 0.005657 Lin-Lin
 6.16295250e+05 0.005207 Lin-Lin
 6.16298438e+05 0.004897 Lin-Lin
 6.16301625e+05 0.004609 Lin-Lin
 6.16304812e+05 0.004342 Lin-Lin
 6.16308000e+05 0.004095 Lin-Lin
 6.16311812e+05 0.003823 Lin-Lin
 6.16315625e+05 0.003575 Lin-Lin
 6.16319438e+05 0.003350 Lin-Lin
 6.16323250e+05 0.003145 Lin-Lin
 6.16327062e+05 0.002958 Lin-Lin
 6.16331812e+05 0.002747 Lin-Lin
 6.16335250e+05 0.002608 Lin-Lin
 6.16338750e+05 0.002479 Lin-Lin
 6.16344000e+05 0.002303 Lin-Lin
 6.16349188e+05 0.002148 Lin-Lin
 6.16354438e+05 0.002008 Lin-Lin
 6.16359875e+05 0.001878 Lin-Lin
 6.16365500e+05 0.001760 Lin-Lin
 6.16371062e+05 0.001653 Lin-Lin
 6.16376625e+05 0.001558 Lin-Lin
 6.16382250e+05 0.001472 Lin-Lin
 6.16385938e+05 0.001420 Lin-Lin
 6.16392750e+05 0.001332 Lin-Lin
 6.16399500e+05 0.001255 Lin-Lin
 6.16406250e+05 0.001185 Lin-Lin
 6.16413062e+05 0.001123 Lin-Lin
 6.16420688e+05 0.001061 Lin-Lin
 6.16428312e+05 0.001005 Lin-Lin
 6.16435938e+05 0.000955 Lin-Lin
 6.16443562e+05 0.000911 Lin-Lin
 6.16453750e+05 0.000859 Lin-Lin
 6.16463938e+05 0.000813 Lin-Lin
 6.16474062e+05 0.000773 Lin-Lin
 6.16484312e+05 0.000738 Lin-Lin
 6.16494500e+05 0.000707 Lin-Lin
 6.16504750e+05 0.000680 Lin-Lin
 6.16518312e+05 0.000649 Lin-Lin
 6.16532188e+05 0.000623 Lin-Lin
 6.16546250e+05 0.000600 Lin-Lin
 6.16560375e+05 0.000581 Lin-Lin
 6.16574438e+05 0.000565 Lin-Lin
 6.16588625e+05 0.000552 Lin-Lin
 6.16603000e+05 0.000541 Lin-Lin
 6.16624562e+05 0.000529 Lin-Lin
 6.16638875e+05 0.000523 Lin-Lin
 6.16660062e+05 0.000518 Lin-Lin
 6.16681250e+05 0.000517 Lin-Lin
 6.16700188e+05 0.000518 Lin-Lin
 6.16719062e+05 0.000522 Lin-Lin
 6.16742250e+05 0.000530 Lin-Lin
 6.16763312e+05 0.000540 Lin-Lin
 6.16784438e+05 0.000553 Lin-Lin
 6.16805562e+05 0.000570 Lin-Lin
 6.16827438e+05 0.000590 Lin-Lin
 6.16849938e+05 0.000614 Lin-Lin
 6.16872500e+05 0.000643 Lin-Lin
 6.16895000e+05 0.000677 Lin-Lin
 6.16914688e+05 0.000711 Lin-Lin
 6.16931625e+05 0.000744 Lin-Lin
 6.16948500e+05 0.000781 Lin-Lin
 6.16965375e+05 0.000822 Lin-Lin
 6.16983250e+05 0.000871 Lin-Lin
 6.16997312e+05 0.000914 Lin-Lin
 6.17011375e+05 0.000962 Lin-Lin
 6.17025500e+05 0.001014 Lin-Lin
 6.17039562e+05 0.001072 Lin-Lin
 6.17053438e+05 0.001136 Lin-Lin
 6.17066875e+05 0.001204 Lin-Lin
 6.17080375e+05 0.001280 Lin-Lin
 6.17093812e+05 0.001365 Lin-Lin
 6.17107312e+05 0.001459 Lin-Lin
 6.17120750e+05 0.001565 Lin-Lin
 6.17134062e+05 0.001683 Lin-Lin
 6.17142938e+05 0.001770 Lin-Lin
 6.17151750e+05 0.001864 Lin-Lin
 6.17160625e+05 0.001966 Lin-Lin
 6.17169500e+05 0.002077 Lin-Lin
 6.17178375e+05 0.002198 Lin-Lin
 6.17187188e+05 0.002331 Lin-Lin
 6.17196812e+05 0.002489 Lin-Lin
 6.17204562e+05 0.002629 Lin-Lin
 6.17212312e+05 0.002781 Lin-Lin
 6.17220000e+05 0.002946 Lin-Lin
 6.17227750e+05 0.003126 Lin-Lin
 6.17235312e+05 0.003317 Lin-Lin
 6.17242312e+05 0.003511 Lin-Lin
 6.17249375e+05 0.003722 Lin-Lin
 6.17256375e+05 0.003951 Lin-Lin
 6.17263438e+05 0.004201 Lin-Lin
 6.17270500e+05 0.004473 Lin-Lin
 6.17277500e+05 0.004769 Lin-Lin
 6.17284562e+05 0.005092 Lin-Lin
 6.17291625e+05 0.005444 Lin-Lin
 6.17298625e+05 0.005827 Lin-Lin
 6.17305688e+05 0.006244 Lin-Lin
 6.17312750e+05 0.006697 Lin-Lin
 6.17319750e+05 0.007187 Lin-Lin
 6.17326812e+05 0.007717 Lin-Lin
 6.17333875e+05 0.008287 Lin-Lin
 6.17340875e+05 0.008896 Lin-Lin
 6.17350750e+05 0.009809 Lin-Lin
 6.17363625e+05 0.011092 Lin-Lin
 6.17386875e+05 0.013468 Lin-Lin
 6.17396938e+05 0.014409 Lin-Lin
 6.17404438e+05 0.015032 Lin-Lin
 6.17411938e+05 0.015558 Lin-Lin
 6.17419438e+05 0.015963 Lin-Lin
 6.17424500e+05 0.016157 Lin-Lin
 6.17431000e+05 0.016310 Lin-Lin
 6.17436250e+05 0.016349 Lin-Lin
 6.17443125e+05 0.016283 Lin-Lin
 6.17448812e+05 0.016133 Lin-Lin
 6.17454438e+05 0.015899 Lin-Lin
 6.17460062e+05 0.015589 Lin-Lin
 6.17467625e+05 0.015071 Lin-Lin
 6.17474188e+05 0.014535 Lin-Lin
 6.17482625e+05 0.013762 Lin-Lin
 6.17496688e+05 0.012347 Lin-Lin
 6.17513625e+05 0.010613 Lin-Lin
 6.17521125e+05 0.009873 Lin-Lin
 6.17530500e+05 0.008997 Lin-Lin
 6.17539875e+05 0.008186 Lin-Lin
 6.17546938e+05 0.007623 Lin-Lin
 6.17554000e+05 0.007100 Lin-Lin
 6.17560312e+05 0.006662 Lin-Lin
 6.17566625e+05 0.006255 Lin-Lin
 6.17573000e+05 0.005877 Lin-Lin
 6.17579312e+05 0.005527 Lin-Lin
 6.17585688e+05 0.005203 Lin-Lin
 6.17592438e+05 0.004881 Lin-Lin
 6.17599500e+05 0.004575 Lin-Lin
 6.17606562e+05 0.004295 Lin-Lin
 6.17613562e+05 0.004037 Lin-Lin
 6.17620625e+05 0.003800 Lin-Lin
 6.17627688e+05 0.003583 Lin-Lin
 6.17634688e+05 0.003382 Lin-Lin
 6.17641750e+05 0.003198 Lin-Lin
 6.17648812e+05 0.003027 Lin-Lin
 6.17658188e+05 0.002820 Lin-Lin
 6.17666375e+05 0.002656 Lin-Lin
 6.17676938e+05 0.002464 Lin-Lin
 6.17687500e+05 0.002293 Lin-Lin
 6.17698062e+05 0.002140 Lin-Lin
 6.17708625e+05 0.002001 Lin-Lin
 6.17719188e+05 0.001877 Lin-Lin
 6.17728562e+05 0.001776 Lin-Lin
 6.17737938e+05 0.001683 Lin-Lin
 6.17747375e+05 0.001598 Lin-Lin
 6.17756750e+05 0.001520 Lin-Lin
 6.17770812e+05 0.001414 Lin-Lin
 6.17784875e+05 0.001320 Lin-Lin
 6.17798500e+05 0.001238 Lin-Lin
 6.17811188e+05 0.001170 Lin-Lin
 6.17823875e+05 0.001109 Lin-Lin
 6.17836562e+05 0.001053 Lin-Lin
 6.17849188e+05 0.001002 Lin-Lin
 6.17861875e+05 0.000956 Lin-Lin
 6.17878750e+05 0.000901 Lin-Lin
 6.17895688e+05 0.000853 Lin-Lin
 6.17912562e+05 0.000810 Lin-Lin
 6.17929438e+05 0.000774 Lin-Lin
 6.17946375e+05 0.000742 Lin-Lin
 6.17963250e+05 0.000715 Lin-Lin
 6.17980188e+05 0.000693 Lin-Lin
 6.17992812e+05 0.000681 Lin-Lin
 6.18006438e+05 0.000670 Lin-Lin
 6.18020562e+05 0.000664 Lin-Lin
 6.18029938e+05 0.000663 Lin-Lin
 6.18040750e+05 0.000665 Lin-Lin
 6.18049875e+05 0.000670 Lin-Lin
 6.18059062e+05 0.000679 Lin-Lin
 6.18068188e+05 0.000692 Lin-Lin
 6.18074312e+05 0.000705 Lin-Lin
 6.18080438e+05 0.000720 Lin-Lin
 6.18085750e+05 0.000737 Lin-Lin
 6.18090375e+05 0.000755 Lin-Lin
 6.18094938e+05 0.000775 Lin-Lin
 6.18099500e+05 0.000800 Lin-Lin
 6.18104062e+05 0.000830 Lin-Lin
 6.18107500e+05 0.000856 Lin-Lin
 6.18110938e+05 0.000887 Lin-Lin
 6.18114375e+05 0.000923 Lin-Lin
 6.18117812e+05 0.000966 Lin-Lin
 6.18120125e+05 0.001000 Lin-Lin
 6.18122875e+05 0.001047 Lin-Lin
 6.18124938e+05 0.001088 Lin-Lin
 6.18127000e+05 0.001134 Lin-Lin
 6.18129125e+05 0.001187 Lin-Lin
 6.18131188e+05 0.001248 Lin-Lin
 6.18133250e+05 0.001317 Lin-Lin
 6.18135312e+05 0.001398 Lin-Lin
 6.18136688e+05 0.001458 Lin-Lin
 6.18138062e+05 0.001525 Lin-Lin
 6.18139500e+05 0.001599 Lin-Lin
 6.18140875e+05 0.001680 Lin-Lin
 6.18142250e+05 0.001770 Lin-Lin
 6.18143875e+05 0.001888 Lin-Lin
 6.18145500e+05 0.002021 Lin-Lin
 6.18146750e+05 0.002132 Lin-Lin
 6.18148000e+05 0.002252 Lin-Lin
 6.18149188e+05 0.002383 Lin-Lin
 6.18150438e+05 0.002526 Lin-Lin
 6.18151688e+05 0.002681 Lin-Lin
 6.18152875e+05 0.002850 Lin-Lin
 6.18154125e+05 0.003034 Lin-Lin
 6.18155375e+05 0.003232 Lin-Lin
 6.18156562e+05 0.003449 Lin-Lin
 6.18157812e+05 0.003683 Lin-Lin
 6.18159062e+05 0.003937 Lin-Lin
 6.18160312e+05 0.004210 Lin-Lin
 6.18161500e+05 0.004504 Lin-Lin
 6.18162750e+05 0.004820 Lin-Lin
 6.18164000e+05 0.005159 Lin-Lin
 6.18165250e+05 0.005522 Lin-Lin
 6.18166625e+05 0.005956 Lin-Lin
 6.18168000e+05 0.006421 Lin-Lin
 6.18169375e+05 0.006919 Lin-Lin
 6.18170750e+05 0.007452 Lin-Lin
 6.18172125e+05 0.008019 Lin-Lin
 6.18173500e+05 0.008622 Lin-Lin
 6.18175500e+05 0.009592 Lin-Lin
 6.18177250e+05 0.010463 Lin-Lin
 6.18179312e+05 0.011579 Lin-Lin
 6.18181375e+05 0.012770 Lin-Lin
 6.18183438e+05 0.014032 Lin-Lin
 6.18186438e+05 0.015987 Lin-Lin
 6.18189750e+05 0.018249 Lin-Lin
 6.18198500e+05 0.024477 Lin-Lin
 6.18201500e+05 0.026471 Lin-Lin
 6.18204312e+05 0.028251 Lin-Lin
 6.18207312e+05 0.029898 Lin-Lin
 6.18209500e+05 0.030953 Lin-Lin
 6.18211688e+05 0.031846 Lin-Lin
 6.18213875e+05 0.032558 Lin-Lin
 6.18216188e+05 0.033097 Lin-Lin
 6.18218625e+05 0.033420 Lin-Lin
 6.18220438e+05 0.033493 Lin-Lin
 6.18222375e+05 0.033413 Lin-Lin
 6.18224312e+05 0.033162 Lin-Lin
 6.18226062e+05 0.032798 Lin-Lin
 6.18228250e+05 0.032165 Lin-Lin
 6.18230500e+05 0.031345 Lin-Lin
 6.18232688e+05 0.030355 Lin-Lin
 6.18235500e+05 0.028844 Lin-Lin
 6.18238375e+05 0.027125 Lin-Lin
 6.18241688e+05 0.024948 Lin-Lin
 6.18247188e+05 0.021073 Lin-Lin
 6.18252375e+05 0.017381 Lin-Lin
 6.18255562e+05 0.015224 Lin-Lin
 6.18258062e+05 0.013643 Lin-Lin
 6.18260500e+05 0.012156 Lin-Lin
 6.18262875e+05 0.010848 Lin-Lin
 6.18264938e+05 0.009777 Lin-Lin
 6.18266938e+05 0.008785 Lin-Lin
 6.18268312e+05 0.008169 Lin-Lin
 6.18269688e+05 0.007588 Lin-Lin
 6.18271062e+05 0.007041 Lin-Lin
 6.18272438e+05 0.006530 Lin-Lin
 6.18273812e+05 0.006052 Lin-Lin
 6.18275188e+05 0.005606 Lin-Lin
 6.18276562e+05 0.005191 Lin-Lin
 6.18277938e+05 0.004807 Lin-Lin
 6.18279312e+05 0.004452 Lin-Lin
 6.18280688e+05 0.004123 Lin-Lin
 6.18282062e+05 0.003821 Lin-Lin
 6.18283438e+05 0.003543 Lin-Lin
 6.18284875e+05 0.003272 Lin-Lin
 6.18286062e+05 0.003074 Lin-Lin
 6.18287250e+05 0.002891 Lin-Lin
 6.18288375e+05 0.002721 Lin-Lin
 6.18289562e+05 0.002564 Lin-Lin
 6.18290688e+05 0.002418 Lin-Lin
 6.18291875e+05 0.002284 Lin-Lin
 6.18293375e+05 0.002120 Lin-Lin
 6.18294938e+05 0.001974 Lin-Lin
 6.18296500e+05 0.001842 Lin-Lin
 6.18298188e+05 0.001712 Lin-Lin
 6.18299875e+05 0.001597 Lin-Lin
 6.18301625e+05 0.001495 Lin-Lin
 6.18303312e+05 0.001404 Lin-Lin
 6.18305000e+05 0.001323 Lin-Lin
 6.18306688e+05 0.001252 Lin-Lin
 6.18308438e+05 0.001188 Lin-Lin
 6.18310125e+05 0.001130 Lin-Lin
 6.18311812e+05 0.001079 Lin-Lin
 6.18313500e+05 0.001033 Lin-Lin
 6.18315625e+05 0.000982 Lin-Lin
 6.18317625e+05 0.000940 Lin-Lin
 6.18319625e+05 0.000902 Lin-Lin
 6.18322562e+05 0.000852 Lin-Lin
 6.18325562e+05 0.000810 Lin-Lin
 6.18328500e+05 0.000773 Lin-Lin
 6.18331500e+05 0.000740 Lin-Lin
 6.18334438e+05 0.000711 Lin-Lin
 6.18338438e+05 0.000677 Lin-Lin
 6.18342375e+05 0.000648 Lin-Lin
 6.18346312e+05 0.000622 Lin-Lin
 6.18350812e+05 0.000596 Lin-Lin
 6.18355250e+05 0.000573 Lin-Lin
 6.18361250e+05 0.000546 Lin-Lin
 6.18367188e+05 0.000523 Lin-Lin
 6.18373125e+05 0.000503 Lin-Lin
 6.18379062e+05 0.000485 Lin-Lin
 6.18388000e+05 0.000462 Lin-Lin
 6.18394000e+05 0.000449 Lin-Lin
 6.18402062e+05 0.000433 Lin-Lin
 6.18410125e+05 0.000419 Lin-Lin
 6.18422250e+05 0.000401 Lin-Lin
 6.18434375e+05 0.000386 Lin-Lin
 6.18446438e+05 0.000374 Lin-Lin
 6.18458562e+05 0.000363 Lin-Lin
 6.18475062e+05 0.000351 Lin-Lin
 6.18491562e+05 0.000341 Lin-Lin
 6.18508000e+05 0.000334 Lin-Lin
 6.18524500e+05 0.000328 Lin-Lin
 6.18546500e+05 0.000322 Lin-Lin
 6.18565500e+05 0.000319 Lin-Lin
 6.18584438e+05 0.000318 Lin-Lin
 6.18601000e+05 0.000319 Lin-Lin
 6.18617562e+05 0.000321 Lin-Lin
 6.18634125e+05 0.000325 Lin-Lin
 6.18650688e+05 0.000331 Lin-Lin
 6.18667250e+05 0.000339 Lin-Lin
 6.18681875e+05 0.000349 Lin-Lin
 6.18695625e+05 0.000360 Lin-Lin
 6.18709375e+05 0.000374 Lin-Lin
 6.18718500e+05 0.000385 Lin-Lin
 6.18727688e+05 0.000399 Lin-Lin
 6.18736812e+05 0.000414 Lin-Lin
 6.18745938e+05 0.000432 Lin-Lin
 6.18755062e+05 0.000453 Lin-Lin
 6.18764125e+05 0.000477 Lin-Lin
 6.18770125e+05 0.000496 Lin-Lin
 6.18776188e+05 0.000517 Lin-Lin
 6.18782250e+05 0.000541 Lin-Lin
 6.18788312e+05 0.000568 Lin-Lin
 6.18794375e+05 0.000599 Lin-Lin
 6.18799500e+05 0.000629 Lin-Lin
 6.18804625e+05 0.000662 Lin-Lin
 6.18809750e+05 0.000700 Lin-Lin
 6.18814875e+05 0.000744 Lin-Lin
 6.18818250e+05 0.000777 Lin-Lin
 6.18821688e+05 0.000813 Lin-Lin
 6.18825438e+05 0.000857 Lin-Lin
 6.18829125e+05 0.000906 Lin-Lin
 6.18832875e+05 0.000963 Lin-Lin
 6.18835375e+05 0.001005 Lin-Lin
 6.18837875e+05 0.001052 Lin-Lin
 6.18840312e+05 0.001104 Lin-Lin
 6.18842625e+05 0.001157 Lin-Lin
 6.18844750e+05 0.001212 Lin-Lin
 6.18846875e+05 0.001273 Lin-Lin
 6.18849000e+05 0.001342 Lin-Lin
 6.18851125e+05 0.001419 Lin-Lin
 6.18853188e+05 0.001507 Lin-Lin
 6.18854812e+05 0.001580 Lin-Lin
 6.18856375e+05 0.001662 Lin-Lin
 6.18858000e+05 0.001753 Lin-Lin
 6.18859375e+05 0.001841 Lin-Lin
